Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Uzbekistan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Andorra,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Bahamas,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Dominican Republic,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Nicaragua,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Uzbekistan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2019
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Andorra,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Azerbaijan,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Bahamas,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Bermuda,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Dominican Republic,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Algeria,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2020
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Australia,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Azerbaijan,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Bermuda,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Algeria,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Kyrgyzstan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Malta,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2021
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Australia,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Belize,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2022
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Australia,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2023
