Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year,VALUE
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2008,247.0
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2008,6.0
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2008,1664.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2008,105.0
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2008,95.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2008,1.0
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2008,0.0
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,150.0
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2008,3857.0
North Macedonia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2008,35.0
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2008,268.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2008,2.0
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2008,179.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2008,96.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2008,498.0
Peru,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2008,1572.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,936.0
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2008,90.0
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2008,192.0
State of Palestine,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2008,4.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,416.0
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,8666.0
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2008,99.0
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,43.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2008,21.0
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2008,420.0
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2008,63.0
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2008,4751.0
Ukraine,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2008,475.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2008,392.0
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2008,12.0
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,14.0
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,1.0
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,31.0
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,9.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2009,1993.0
Austria,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,113.0
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,25.0
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,173.0
Bahamas,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,7.0
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,44.0
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,1.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2009,2064.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,135.0
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,1027.0
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,2864.0
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,193.0
Cyprus,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,9.0
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,169.0
Germany,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,928.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,52.0
Dominican Republic,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,281.0
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Rape,Total,2009,387.0
Finland,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,119.0
France,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,1419.0
United Kingdom (England and Wales),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,997.0
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,17.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,45.0
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,40.0
Grenada,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,5.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,24.0
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2009,17.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,94.0
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,95.0
India,Asia,Southern Asia,Persons convicted,by selected crime,Rape,Total,2009,5316.0
Iraq (Central Iraq),Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,513.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,2102.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2009,444.0
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2009,688.0
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,8.0
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2009,1542.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,12.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,96.0
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,70.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2009,4.0
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,0.0
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,132.0
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,3462.0
North Macedonia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,22.0
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,9.0
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2009,223.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2009,17.0
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2009,144.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,77.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2009,510.0
Peru,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,1339.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,898.0
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,54.0
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,189.0
State of Palestine,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,10.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,387.0
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,7877.0
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,86.0
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,37.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,21.0
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2009,410.0
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,90.0
Tajikistan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2009,2.0
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2009,3.0
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2009,3227.0
Ukraine,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2009,464.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2009,426.0
Holy See,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,0.0
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2009,22.0
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,16.0
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,1.0
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,27.0
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,5.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2010,1995.0
Austria,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,116.0
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,25.0
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,593.0
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2010,149.0
Bahamas,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,6.0
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,33.0
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,0.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2010,2094.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,152.0
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,1130.0
China,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2010,22520.0
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,2642.0
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,219.0
Cyprus,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,15.0
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2010,174.0
Germany,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,859.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,229.0
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Rape,Total,2010,379.0
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,35.0
Finland,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,95.0
France,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,1361.0
United Kingdom (England and Wales),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,1058.0
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,13.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,22.0
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,45.0
Grenada,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,3.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,4.0
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2010,19.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,74.0
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2010,99.0
India,Asia,Southern Asia,Persons convicted,by selected crime,Rape,Total,2010,5632.0
Ireland,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,37.0
Iraq (Central Iraq),Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,490.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,1540.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2010,385.0
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2010,540.0
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2010,193.0
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2010,1569.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2010,21.0
Liechtenstein,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,0.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,122.0
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2010,41.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2010,2.0
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2010,0.0
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2010,153.0
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2010,3627.0
North Macedonia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,12.0
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2010,2.0
